Gaia Username,Type (Character/Pokemon),Name,Belongs To Character,Nickname,Gender,Level,Shiny (Y/N),Shadow (Y/N),Age,Pronouns,Birthday,Height,Character Species,Hometown,Short Description,History
Ryssa Blackblood,Character,Sheeta Melian,,,Female,,,,14,,,,Human,Mahogany Town,A 14-year-old orphan from Mahogany Town who finally pursued her long-held dream of joining Snagem.,"Sheeta lost her parents when they died in an accident. This tragedy became the catalyst for her to pursue a long-held aspiration to join Snagem, an organization she had previously been unable to join due to family obligations. With her parents gone, she pursued membership by meeting the organization's requirements. She travels with her Inkay, Squiddles, and a Ditto named Morph."
Ryssa Blackblood,Pokemon,Inkay,Sheeta Melian,,F,55,N,N,,,,,,,,
Ryssa Blackblood,Pokemon,Ditto,Sheeta Melian,,,55,N,N,,,,,,,,
Socordiasomnia,Character,Chiara Marzo,,,Female,,,,16,She/Her,,,Human,"Dendemille Town, Kalos","An energetic, optimistic 16-year-old runaway from Dendemille Town with a knack for calming difficult Pokemon.","Chiara grew up in chilly Dendemille Town alone with her mother after her father, a former trainer from Unova, abandoned the family when she was young, leaving behind a Minccino named Latte intended as her future companion. Her mother blamed Chiara for the abandonment and treated her harshly to cope with her own pain. At sixteen, following a serious conflict at home, Chiara ran away, taking Latte with her. She resolved to build a better life by traveling, meeting new people, and helping others, mirroring her father's path as a trainer, and hoped to eventually reunite with him."
Socordiasomnia,Pokemon,Minccino,Chiara Marzo,Latte,F,28,N,N,,,,,,,,
SubonicXP,Character,Sub,,,,,,,27,,,"5'7""",Human,"Ecruteak City, Johto","A 27-year-old dark channeler from Ecruteak City known as ""The Dark One,"" with an extensive Pokemon roster and cousin to Toren.","No written backstory is provided in the profile. The profile instead documents his dark channeling abilities (Dark Touch, Forbidden Corridor, Raven's Rapping, Mal Reversal, Tamerlane's Glory), an extensive roster of over 35 caught Pokemon, items, and Mega Stones. He is listed as the cousin of fellow member Toren."
SubonicXP,Pokemon,Murkrow,Sub,Nevermore,F,100,N,N,,,,,,,,
SubonicXP,Pokemon,Sableye,Sub,Poe,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Sharpedo,Sub,Pym,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Tyranitar,Sub,Montresor,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Weavile,Sub,Lenore,F,100,N,N,,,,,,,,
SubonicXP,Pokemon,Krookodile,Sub,Auguste,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Drapion,Sub,Legrand,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Bisharp,Sub,Allan,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Mandibuzz,Sub,Pallas,F,100,N,N,,,,,,,,
SubonicXP,Pokemon,Houndoom,Sub,Edgar,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Gardevoir,Sub,Gardy,F,100,N,N,,,,,,,,
SubonicXP,Pokemon,Spiritomb,Sub,Griswold,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Hydreigon,Sub,Valdemar,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Malamar,Sub,Ulalume,F,100,N,N,,,,,,,,
SubonicXP,Pokemon,Skuntank,Sub,Morella,F,100,N,N,,,,,,,,
SubonicXP,Pokemon,Scrafty,Sub,Landor,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Pangoro,Sub,Tamerlane,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Mimikyu,Sub,Nope,F,100,N,N,,,,,,,,
SubonicXP,Pokemon,Alolan Raticate,Sub,Pendulum,F,100,N,N,,,,,,,,
SubonicXP,Pokemon,Umbreon,Sub,Hans,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Galarian Weezing,Sub,Bohdan,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Gloom,Sub,Hemlock,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Absol,Sub,Pluto,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Greninja,Sub,Hop-Frog,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Zubat,Sub,,F,100,N,N,,,,,,,,
SubonicXP,Pokemon,Alolan Grimer,Sub,Duc,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Shiftry,Sub,Masque,M,100,Y,N,,,,,,,,
SubonicXP,Pokemon,Pelipper,Sub,none listed,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Galarian Linoone,Sub,Houri,F,100,N,N,,,,,,,,
SubonicXP,Pokemon,Galarian Zigzagoon,Sub,Israfel,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Grimmsnarl,Sub,Dimvale,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Registeel,Sub,none listed,,100,N,N,,,,,,,,
SubonicXP,Character,Toren Winchester Manfield,,,,,,,17,,,"5'10""",Human,"Violet City, Johto",A 17-year-old steel-type specialist from Violet City and cousin of Sub.,"The profile's bio section is marked ""Coming soon"" and no backstory is provided. He is listed as Sub's cousin, carries a Pokegear V2 and Go-Goggles, and fields a team of steel-type Pokemon including Metagross, Steelix, and Forretress."
SubonicXP,Pokemon,Metagross,Toren Winchester Manfield,Atax,,100,N,N,,,,,,,,
SubonicXP,Pokemon,Steelix,Toren Winchester Manfield,Nickel,,100,N,N,,,,,,,,
SubonicXP,Pokemon,Forretress,Toren Winchester Manfield,Pluton,,100,N,N,,,,,,,,
SubonicXP,Pokemon,Escavalier,Toren Winchester Manfield,Iron,,100,N,N,,,,,,,,
SubonicXP,Pokemon,Skarmory,Toren Winchester Manfield,Alumin,,100,N,N,,,,,,,,
SubonicXP,Pokemon,Prinplup,Toren Winchester Manfield,Titan,,100,N,N,,,,,,,,
SubonicXP,Pokemon,Durant,Toren Winchester Manfield,Zinc,,100,N,N,,,,,,,,
SubonicXP,Character,Larrimore,,,,,,,23,,,"6'8""",Pinsir Hybrid,"La Ruche, Kalos",A towering 23-year-old Pinsir hybrid from La Ruche who carries a wooden sword.,"The profile's bio section is marked ""Coming soon"" and no backstory is provided. He carries a Holocaster and a wooden sword, and his team consists of Chesnaught, Pineco, and Vespiquen."
SubonicXP,Pokemon,Chesnaught,Larrimore,none listed,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Pineco,Larrimore,none listed,M,100,N,N,,,,,,,,
SubonicXP,Pokemon,Vespiquen,Larrimore,none listed,F,100,N,N,,,,,,,,
Tainted Blonde,Character,Fenrir Ragnarok,,,Male,,,,18,,,,Channeler (human with special abilities),Unova,"An aggressive, cocky 18-year-old Channeler from Unova whose hard-won bond with his Axew earned him a place in Team Snagem.","Fenrir was an energetic, joyful child until a transformative event altered his personality, leaving him with an aggressive, cocky demeanor mirroring his first Pokemon partner, Axew. The dragon-type initially did not reciprocate his feelings, but after an intense conflict in which Fenrir pinned Axew during their struggle, a powerful bond formed between them. The rebellious duo caught the attention of a high-ranking Team Snagem officer who witnessed their strength in battle and invited them to join the organization."
Tainted Blonde,Pokemon,Axew,Fenrir Ragnarok,Hax,,36,N,N,,,,,,,,
Tainted Blonde,Pokemon,Gible,Fenrir Ragnarok,Chomp,,36,N,N,,,,,,,,
Tainted Blonde,Pokemon,Tyrunt,Fenrir Ragnarok,,,36,N,N,,,,,,,,
TerashiLeonGoken,Character,Terashi Neil Toumei,,,Male,,,,29,,,,Human,"Castelia City, Unova Region","A 29-year-old Castelia-born Snagem veteran, husband to Keiko and father of the Toumei daughters.","Terashi was born in Castelia City to a Silph Co. employee and his trophy wife. He attended the Pokemon Trainer's School in Viridian City for four years and then Kanto Academy for five, receiving a custom Pokedex and a starter Oshawott upon graduation. He joined Team Snagem and later traveled Unova collecting gym badges, but was ambushed by Cipher grunts on Route 3 and spent a year in a coma. Upon recovery he rejoined Team Snagem. He married Keiko and has two biological daughters, Yuna and Serena, plus an adopted daughter, Ulla."
TerashiLeonGoken,Pokemon,Gardevoir,Terashi Neil Toumei,Rala,F,85,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Talonflame,Terashi Neil Toumei,Sparrow,F,90,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Venusaur,Terashi Neil Toumei,Sauron,M,87,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Blaziken,Terashi Neil Toumei,Angeal,M,91,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Kommo-o,Terashi Neil Toumei,Haku,M,55,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Alolan Raichu,Terashi Neil Toumei,Yuki,F,55,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Klefki,Terashi Neil Toumei,Kefka,M,55,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Gallade,Terashi Neil Toumei,Bruenor,M,75,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Turtonator,Terashi Neil Toumei,Reese,M,55,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Samurott,Terashi Neil Toumei,Samurai,M,91,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Musharna,Terashi Neil Toumei,Luna,F,55,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Garbodor,Terashi Neil Toumei,Odo,M,91,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Starmie,Terashi Neil Toumei,Orion,,55,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Exeggcute,Terashi Neil Toumei,Eggman,M,,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Excadrill,Terashi Neil Toumei,Simon,M,86,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Indeedee,Terashi Neil Toumei,Indie,F,55,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Slowpoke,Terashi Neil Toumei,Majesty,M,55,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Inkay,Terashi Neil Toumei,Marik,M,55,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Flittle,Terashi Neil Toumei,Martha,F,55,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Beheeyem,Terashi Neil Toumei,Belehem,M,97,N,N,,,,,,,,
TerashiLeonGoken,Character,Keiko Yuniko Toumei,,,Female,,,,31,,,,Human (later transformed into Shiny Lopunny hybrid),"South of Tohjo Falls, Kanto","A 31-year-old orphan turned Snagem member, hybridized into a Shiny Lopunny form, and wife of Terashi.","Keiko was an orphan raised by elderly operators of a delivery service south of Tohjo Falls. Lost while attempting a delivery to the Indigo Plateau, she was attacked by a wild Tentacruel and rescued by Lykas and Odd, after which she joined Team Snagem. She previously dated Aluette Renarde, and later fell for Terashi after he saved her from a giant Victreebel. Separated from him during the Route 3 attack, she returned to her adoptive family in guilt, reuniting with Terashi a year later while helping rout Pokemon thieves. She was abducted by Lovrina and hybridized into a Lopunny form, then married Terashi and bore their daughter Yuna."
TerashiLeonGoken,Pokemon,Xatu,Keiko Yuniko Toumei,Natalia,F,80,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Audino,Keiko Yuniko Toumei,Audrey,F,55,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Heracross,Keiko Yuniko Toumei,Hera,F,55,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Ribombee,Keiko Yuniko Toumei,Cutie,F,80,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Togetic,Keiko Yuniko Toumei,Togen,M,55,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Lapras,Keiko Yuniko Toumei,Laura,F,55,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Castform,Keiko Yuniko Toumei,Castiel,M,55,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Azumarill,Keiko Yuniko Toumei,Azure,F,73,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Sliggoo,Keiko Yuniko Toumei,Daedra,F,95,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Tyrogue,Keiko Yuniko Toumei,Tyrian,M,55,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Amaura,Keiko Yuniko Toumei,Aura,F,55,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Eevee,Keiko Yuniko Toumei,Eve,F,55,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Chansey,Keiko Yuniko Toumei,Stasy,F,55,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Quilava,Keiko Yuniko Toumei,Typho,M,69,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Hoppip,Keiko Yuniko Toumei,Juju,F,55,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Milcery,Keiko Yuniko Toumei,,F,55,N,N,,,,,,,,
TerashiLeonGoken,Character,Absinthe Deathrage,,,Female,,,,16,,,,Human,"Goldenrod City, Johto","A 16-year-old from Goldenrod City, taken in by Chaos and Eve, who joined Team Snagem to find her path in life.","Absinthe was kicked out of her biological mother's house in Hoenn. She approached Chaos in Goldenrod City and, after proving her parentage, was taken in by Chaos and Eve. She attended the Pokemon Trainer's School in Viridian City with support from Eve and her adopted brother Lykas, and joined Team Snagem to determine her life path."
TerashiLeonGoken,Pokemon,Blaziken,Absinthe Deathrage,Angela,F,91,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Breloom,Absinthe Deathrage,Broly,F,78,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Machamp,Absinthe Deathrage,Palladia,F,83,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Bewear,Absinthe Deathrage,Fluffy,F,82,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Scyther,Absinthe Deathrage,Scythe,F,55,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Pawmo,Absinthe Deathrage,Pawmaster,F,73,N,N,,,,,,,,
TerashiLeonGoken,Pokemon,Lucario,Absinthe Deathrage,Lucas,M,55,N,N,,,,,,,,
TerashiLeonGoken,Character,Yuna Toumei,,,Female,,,,"1 year, 8 months",,,,Human,"Team Snagem Headquarters, Mt. Silver","The toddler firstborn daughter of Terashi and Keiko, born at Snagem HQ.","Yuna was born to Terashi and Keiko following their Alola honeymoon, with her parents isolating in Sinjoh during the pregnancy. She was delivered with the assistance of Doc Owl. She suffered night terrors in her first year tied to hybrid complications, which were resolved through child therapy."
TerashiLeonGoken,Character,Serena Toumei,,,Female,,,,Infant,,,,Human,"Team Snagem Headquarters, Mt. Silver","The infant second daughter of Terashi and Keiko, a peaceful sleeper born at Snagem HQ.","Serena is the second biological daughter of Terashi and Keiko, conceived during a Kitakami trip. Keiko declined Sinjoh isolation this time and the pregnancy proceeded safely at Snagem HQ. Serena was born with Doc Owl's assistance and sleeps peacefully through the nights."
TerashiLeonGoken,Character,Corinne Toumei,,,Female,,,,,,,,Human,,"Terashi's mother, an esper with the ability to detect emotional lies.","Corinne is Terashi's mother and the spouse of a Silph Co. employee. She possesses the esper ability ""Emotional Lie Detection."" She helped raise Terashi and believed Keiko was her long-lost daughter based on a burnt birth certificate."
TerashiLeonGoken,Character,Aaron Toumei,,,Male,,,,,,,,Human,,"Terashi's father, a Silph Co. employee.","Aaron is Terashi's father and a Silph Co. employee. Through testing, he discovered that Keiko was not a biological member of the family."
TerashiLeonGoken,Character,James Terrazen,,,,,,,,,,,,,"A side character listed as ""The Limitbreaker,"" whose profile is still pending.","No profile exists yet; the thread lists him only as ""The Limitbreaker: James Terrazen (Information pending)"" under Side Characters."
TheRangaTan,Character,Royce Siegman,,,Male,,,,22,,,,Human,Mistralton City,"A 22-year-old self-taught Pokemon medic from Mistralton City's airfields, recruited by Team Snagem for his healing skills.","Royce grew up in Mistralton City, Unova's cargo and shipping hub, where as a child he helped airfield workers by delivering water and lemonade before graduating to carrying a first aid kit. He found his calling at the local Pokemon Centre, tending injured Pokemon, particularly those hurt battling Gym Leader Skyla. When criminal groups including Team Plasma, Team Flare, and Team Aqua pressured local workers, Team Snagem intervened, drove off the criminals, and set up airstrip surveillance. Impressed by Royce's ability to treat their Pokemon without professional facilities, Snagem recommended him for recruitment."
TheRangaTan,Pokemon,Ralts,Royce Siegman,,F,78,N,N,,,,,,,,
TheRangaTan,Pokemon,Growlithe,Royce Siegman,,M,78,N,N,,,,,,,,
Thursdays Noon,Character,Sunday,,,,,,,,,,,,,A veteran Snagem Official with 11 completed missions whose written backstory was never filled in.,"The profile's story section contains only the placeholder ""Story Goes Here Sometime,"" so no backstory is stated. The profile focuses on Sunday's standing as a Snagem Official with 11 completed missions and a Pokemon roster including Felez (obtained during Sunday's master mission and described as having an unsteady, on-and-off relationship with Sunday, currently missing in action), along with Desez and Isen, Felez's partner. The author later commented in 2014 that the profile reflected ""teenage me."""
Thursdays Noon,Pokemon,Ninetales,Sunday,Felez,F,100,N,N,,,,,,,,
Thursdays Noon,Pokemon,Charizard,Sunday,Desez,,100,N,N,,,,,,,,
Thursdays Noon,Pokemon,Ninetales,Sunday,Isen,,100,N,N,,,,,,,,
Tsuki the Fated Wind,Character,Allen Blake,,,Male,,,,17,,,,Human,Cinnabar Island,A street-smart 17-year-old thug from Cinnabar Island who ditched his scientist parents' academic expectations to become the perfect Grunt for Team Snagem.,"Allen grew up the only child of scientist parents on Cinnabar Island but rejected their academic expectations, joining Team Snagem instead of going to college; his parents no longer speak to him over it. He received his starter Magby from a great uncle who breeds Magmortar, and was given his Koffing by a high-ranking Team Rocket member after initially clashing with the Pokemon. He caught a Clefairy legitimately at a Safari Contest, though it dislikes him, and caught a Gastly during a mission involving Jack and spirits from the Otherworld. Not book smart but sharp on the streets, he favors infiltration, sleight of hand, and trickery over brute force or charisma."
Tsuki the Fated Wind,Pokemon,Magby,Allen Blake,,F,66,N,N,,,,,,,,
Tsuki the Fated Wind,Pokemon,Koffing,Allen Blake,,M,66,N,N,,,,,,,,
Tsuki the Fated Wind,Pokemon,Clefairy,Allen Blake,,F,66,N,N,,,,,,,,
Tsuki the Fated Wind,Pokemon,Gastly,Allen Blake,,M,66,N,N,,,,,,,,
Tsuki the Fated Wind,Pokemon,Zangoose,Allen Blake,,M,66,N,N,,,,,,,,
Tsuki the Fated Wind,Character,Hudson Spooner Jr.,,,Male,,,,19,,,,Human,Celadon City,"A 19-year-old Celadon City ""city boy"" and ex-gang member who goes by his last name, Spooner, and is estranged from his family over his criminal past.","Spooner grew up in Celadon City, the son of Felecia, a secretary, and Hudson Spooner Sr., who managed the Celadon Mall; he considered himself vastly unoriginal growing up, with average grades, and picked up smoking early. He joined a local gang and later became a Team Rocket member before leaving; on leaving the gang he gave up his assigned Zubat, which he would forever miss. His criminal past left him estranged from his family, and former colleagues cut contact with him to protect their own criminal interests."
Tsuki the Fated Wind,Pokemon,Abra,Hudson Spooner Jr.,,,66,N,N,,,,,,,,
Ulla_Hanabi,Character,Ulla Hanabi,,,Female,,,,13-14?,,,,Channeler (Fairy),Iki Town (Alolan Region),"A young fairy Channeler from Iki Town, twice returned from death and blessed by Xerneas, who joined Team Snagem to save her stolen Riolu.","Ulla grew up in Iki Town surrounded by Pokemon; at age 8 she defended a Riolu from wild Pokemon with a stick, and the two became inseparable, wearing matching necklaces, later joined by a Rowlett. Days before her tenth birthday, strange men captured Riolu and turned it into a Shadow Pokemon; Ulla took Rowlett as her starter and searched until she found Riolu with the criminals at a Pokemon Center, where it partially broke free to protect her, and she was recruited into Team Snagem to help purify Riolu and stop future captures. Her mother, also a fairy channeler, had brought Ulla back from death as an infant; when her parents were murdered, that channeling died and Ulla died a second time, but her brother Leon begged Arceus for her return and Xerneas answered, blessing her with life. Her awakening channeling powers proved unstable, so Pokemon brought her to the Fairy Realm, where she spent two years training and studying to become a Guardian."
Ulla_Hanabi,Pokemon,Lucario,Ulla Hanabi,,M,5,N,N,,,,,,,,
Ulla_Hanabi,Pokemon,Decidueye,Ulla Hanabi,,M,35,N,N,,,,,,,,
Ulla_Hanabi,Pokemon,Togekiss,Ulla Hanabi,,M,5,N,N,,,,,,,,
Ulla_Hanabi,Pokemon,Dragonair,Ulla Hanabi,,F,31,N,N,,,,,,,,
Ulla_Hanabi,Pokemon,Wailord,Ulla Hanabi,,M,41,N,N,,,,,,,,
Ulla_Hanabi,Pokemon,Comfey,Ulla Hanabi,,,5,Y,N,,,,,,,,
Ulla_Hanabi,Character,Leon Hanabi,,,Male,,,,20,,,,"Channeler (Poison) [written ""Channler (Poison)"" in profile]",Iki Town,"Ulla's laid-back 20-year-old older brother, a poison Channeler who raised her after their parents' deaths.","Leon is the eldest Hanabi sibling; he lost his parents at age 10, when Ulla was 8 months old, and primarily raised her until she was 6. He then left on his Pokemon journey with his longest-held companion Roselia (originally a Budew), winning numerous gym battles but never pursuing a championship, and regularly returned home to visit Ulla and their parents' grave. Before leaving, he gave Ulla their mother's cherished necklace. He has a laid-back attitude and prefers relaxing in the grass and sunlight."
Ulla_Hanabi,Pokemon,Roserade,Leon Hanabi,,F,5,N,N,,,,,,,,
Ulla_Hanabi,Pokemon,Pyroar,Leon Hanabi,,M,36,N,N,,,,,,,,
Ulla_Hanabi,Pokemon,Crobat,Leon Hanabi,,M,23,N,N,,,,,,,,
Ulla_Hanabi,Pokemon,Litten,Leon Hanabi,,M,5,N,N,,,,,,,,
Ulla_Hanabi,Pokemon,Venusaur,Leon Hanabi,,M,33,N,N,,,,,,,,
Zane Belazarus,Character,Zane Belazarus,,,Male (implied by pronoun use in profile; no gender field),,,,34,,,,,Geosenge Town in the Kalos region,A 34-year-old loner from Geosenge Town who turned a lifelong hobby of researching the past into a hunt for the person behind his parents' deaths.,"Zane's parents died in a fire that burned down his house when he was just a little kid. He lived alone for most of his life, with his hobby of researching the past being the only thing keeping him going. Wanting more, he set out on a journey to find the person behind his parents' death."
